Date,Time,Wind Generation
12/02/2014,21,2124.4
12/02/2014,22,2390
12/02/2014,23,2555.8
12/02/2014,24,2670.4
13/02/2014,1,2723.6
13/02/2014,2,2709.2
13/02/2014,3,2636.8
13/02/2014,4,2579.2
13/02/2014,5,2476.9
13/02/2014,6,2381.4
13/02/2014,7,2321.1
13/02/2014,8,2201.3
13/02/2014,9,2015.3
13/02/2014,10,1907.7
13/02/2014,11,2066.5
13/02/2014,12,2147.3
13/02/2014,13,2120.9
13/02/2014,14,1918.3
13/02/2014,15,1709.5
13/02/2014,16,1487.9
13/02/2014,17,1327.9
13/02/2014,18,1347.9
13/02/2014,19,1432.6
13/02/2014,20,1347.9
13/02/2014,21,1162.7
13/02/2014,22,964.5
13/02/2014,23,859.6
13/02/2014,24,828.5
14/02/2014,1,818.5
14/02/2014,2,802.3
14/02/2014,3,843.2
14/02/2014,4,884.2
14/02/2014,5,905.2
14/02/2014,6,906
14/02/2014,7,980.8
14/02/2014,8,1047.9
14/02/2014,9,1127.9
14/02/2014,10,1221.8
14/02/2014,11,1347.4
14/02/2014,12,1439.8
14/02/2014,13,1495
14/02/2014,14,1408.3
14/02/2014,15,1265.3
14/02/2014,16,1187.1
14/02/2014,17,1049.5
14/02/2014,18,898.7
14/02/2014,19,937.9
14/02/2014,20,1044.9
14/02/2014,21,1317.9
14/02/2014,22,1673.8
14/02/2014,23,2038.8
14/02/2014,24,2339.1
15/02/2014,1,2714.1
15/02/2014,2,2973.4
15/02/2014,3,3050.2
15/02/2014,4,3072.7
15/02/2014,5,3003.9
15/02/2014,6,2974.8
15/02/2014,7,2886.7
15/02/2014,8,2849
15/02/2014,9,2836.7
15/02/2014,10,2830.4
15/02/2014,11,2867.3
15/02/2014,12,2922.6
15/02/2014,13,2910.9
15/02/2014,14,2904.1
15/02/2014,15,2897.2
15/02/2014,16,2825.4
15/02/2014,17,2786.1
15/02/2014,18,2808.6
15/02/2014,19,2777.8
15/02/2014,20,2832.7
15/02/2014,21,2851.2
15/02/2014,22,2916.4
15/02/2014,23,2897.6
15/02/2014,24,2855.3
16/02/2014,1,2797.2
16/02/2014,2,2730.6
16/02/2014,3,2631.1
16/02/2014,4,2641.4
16/02/2014,5,2750.8
16/02/2014,6,2750.2
16/02/2014,7,2714.6
16/02/2014,8,2659.4
16/02/2014,9,2591
16/02/2014,10,2672.3
16/02/2014,11,2810.1
16/02/2014,12,2906.8
16/02/2014,13,2839.7
16/02/2014,14,2835.1
16/02/2014,15,2793.5
16/02/2014,16,2785.5
16/02/2014,17,2777
16/02/2014,18,2682
16/02/2014,19,2559.7
16/02/2014,20,2464.1
16/02/2014,21,2375.2
16/02/2014,22,2325.3
16/02/2014,23,2242.8
16/02/2014,24,2140.5
17/02/2014,1,2047.7
17/02/2014,2,2023.4
17/02/2014,3,2020.8
17/02/2014,4,2004.8
17/02/2014,5,1993.5
17/02/2014,6,1938.9
17/02/2014,7,1832.4
17/02/2014,8,1755.9
17/02/2014,9,1664.9
17/02/2014,10,1615.4
17/02/2014,11,1609.9
17/02/2014,12,1709
17/02/2014,13,1723.4
17/02/2014,14,1654
17/02/2014,15,1489.9
17/02/2014,16,1218.9
17/02/2014,17,888.3
17/02/2014,18,640.8
17/02/2014,19,563.4
17/02/2014,20,555.6
17/02/2014,21,598.6
17/02/2014,22,589.3
17/02/2014,23,578.9
17/02/2014,24,554
18/02/2014,1,480.1
18/02/2014,2,456.5
18/02/2014,3,416.5
18/02/2014,4,448.5
18/02/2014,5,511.6
18/02/2014,6,554.6
18/02/2014,7,582
18/02/2014,8,627.2
18/02/2014,9,652.4
18/02/2014,10,690.9
18/02/2014,11,699.7
18/02/2014,12,676.2
18/02/2014,13,658
18/02/2014,14,585.6
18/02/2014,15,551.3
18/02/2014,16,490
18/02/2014,17,433
18/02/2014,18,499.9
18/02/2014,19,596.3
18/02/2014,20,642.6
18/02/2014,21,656.7
18/02/2014,22,575.1
18/02/2014,23,479.2
18/02/2014,24,376.2
19/02/2014,1,302.7
19/02/2014,2,265
19/02/2014,3,208.8
19/02/2014,4,150.4
19/02/2014,5,99.9
19/02/2014,6,88.9
19/02/2014,7,86.7
19/02/2014,8,81.4
19/02/2014,9,76.9
19/02/2014,10,85.7
19/02/2014,11,90.8
19/02/2014,12,106.7
19/02/2014,13,137.1
19/02/2014,14,155.7
19/02/2014,15,171.9
19/02/2014,16,184.7
19/02/2014,17,203.2
19/02/2014,18,175.9
19/02/2014,19,196.3
19/02/2014,20,235.9
19/02/2014,21,259.7
19/02/2014,22,268.7
19/02/2014,23,333.3
19/02/2014,24,413.7
20/02/2014,1,372.2
20/02/2014,2,317.7
20/02/2014,3,372.4
20/02/2014,4,291
20/02/2014,5,228
20/02/2014,6,190.5
20/02/2014,7,214.3
20/02/2014,8,232.5
20/02/2014,9,235.9
20/02/2014,10,279
20/02/2014,11,335
20/02/2014,12,459.8
20/02/2014,13,581.8
20/02/2014,14,737
20/02/2014,15,930.8
20/02/2014,16,1180.3
20/02/2014,17,1365.9
20/02/2014,18,1614.1
20/02/2014,19,1862
20/02/2014,20,1996.2
20/02/2014,21,2066.8
20/02/2014,22,2050.5
20/02/2014,23,1981.5
20/02/2014,24,1849.3
21/02/2014,1,1732.7
21/02/2014,2,1670.1
21/02/2014,3,1540.9
21/02/2014,4,1377.8
21/02/2014,5,1167.5
21/02/2014,6,1057.5
21/02/2014,7,1007.7
21/02/2014,8,920.5
21/02/2014,9,761.8
21/02/2014,10,677.5
21/02/2014,11,635.5
21/02/2014,12,609.4
21/02/2014,13,543
21/02/2014,14,537.6
21/02/2014,15,512.8
21/02/2014,16,471.4
21/02/2014,17,478.5
21/02/2014,18,573.9
21/02/2014,19,613.6
21/02/2014,20,746.7
21/02/2014,21,932.7
21/02/2014,22,1069.2
21/02/2014,23,1114.2
21/02/2014,24,1197.6
22/02/2014,1,1435.6
22/02/2014,2,1736.4
22/02/2014,3,1869.4
22/02/2014,4,1967
22/02/2014,5,1967.6
22/02/2014,6,2021.9
22/02/2014,7,2051.4
22/02/2014,8,2071.7
22/02/2014,9,2182.5
22/02/2014,10,2340.6
22/02/2014,11,2436.1
22/02/2014,12,2438.6
22/02/2014,13,2385.7
22/02/2014,14,2355.2
22/02/2014,15,2261
22/02/2014,16,2107.3
22/02/2014,17,1947.4
22/02/2014,18,1802.9
22/02/2014,19,1682
22/02/2014,20,1514.3
22/02/2014,21,1518.6
22/02/2014,22,1574.9
22/02/2014,23,1475
22/02/2014,24,1449.1
23/02/2014,1,1489
23/02/2014,2,1537.4
23/02/2014,3,1648
23/02/2014,4,1706.8
23/02/2014,5,1621.1
23/02/2014,6,1703.5
23/02/2014,7,1902.9
23/02/2014,8,1999
23/02/2014,9,2086.7
23/02/2014,10,2231
23/02/2014,11,2297.1
23/02/2014,12,2387.5
23/02/2014,13,2437
23/02/2014,14,2470.9
23/02/2014,15,2483.4
23/02/2014,16,2523.2
23/02/2014,17,2442.3
23/02/2014,18,2400.7
23/02/2014,19,2440.7
23/02/2014,20,2523.8
23/02/2014,21,2576.2
23/02/2014,22,2585.3
23/02/2014,23,2519
23/02/2014,24,2404.6
24/02/2014,1,2241
24/02/2014,2,2055.2
24/02/2014,3,1876.7
24/02/2014,4,1675.9
24/02/2014,5,1471.1
24/02/2014,6,1327
24/02/2014,7,1248.9
24/02/2014,8,1232.8
24/02/2014,9,1157
24/02/2014,10,1182.9
24/02/2014,11,1278.8
24/02/2014,12,1502.7
24/02/2014,13,1851.1
24/02/2014,14,2096.4
24/02/2014,15,2143.6
24/02/2014,16,2044.8
24/02/2014,17,1932.3
24/02/2014,18,1829
24/02/2014,19,1708.7
24/02/2014,20,1567.1
24/02/2014,21,1439
24/02/2014,22,1304.7
24/02/2014,23,1133
24/02/2014,24,1051.5
25/02/2014,1,1039.6
25/02/2014,2,970.4
25/02/2014,3,943.1
25/02/2014,4,872.4
25/02/2014,5,812.2
25/02/2014,6,813.6
25/02/2014,7,815.8
25/02/2014,8,841.5
25/02/2014,9,853.5
25/02/2014,10,775.2
25/02/2014,11,739.2
25/02/2014,12,750.5
25/02/2014,13,856.3
25/02/2014,14,984.4
25/02/2014,15,1055.9
25/02/2014,16,1018.4
25/02/2014,17,968
25/02/2014,18,972.3
25/02/2014,19,974
25/02/2014,20,974.5
25/02/2014,21,878.4
25/02/2014,22,733.6
25/02/2014,23,572.4
25/02/2014,24,472.7
26/02/2014,1,404.2
26/02/2014,2,377.9
26/02/2014,3,375.9
26/02/2014,4,365.4
26/02/2014,5,360.1
26/02/2014,6,393.9
26/02/2014,7,424.4
26/02/2014,8,474.9
26/02/2014,9,456.5
26/02/2014,10,347
26/02/2014,11,325.6
26/02/2014,12,360.5
26/02/2014,13,325.2
26/02/2014,14,361.4
26/02/2014,15,364.3
26/02/2014,16,360.5
26/02/2014,17,344.9
26/02/2014,18,311.9
26/02/2014,19,327.9
26/02/2014,20,380.7
26/02/2014,21,404.6
26/02/2014,22,384.2
26/02/2014,23,348.6
26/02/2014,24,337.4
27/02/2014,1,317
27/02/2014,2,316.5
27/02/2014,3,338.4
27/02/2014,4,378.6
27/02/2014,5,407.4
27/02/2014,6,443.1
27/02/2014,7,482.4
27/02/2014,8,507.5
27/02/2014,9,550.9
27/02/2014,10,582.1
27/02/2014,11,616.2
27/02/2014,12,829.5
27/02/2014,13,1077
27/02/2014,14,1143
27/02/2014,15,1114.4
27/02/2014,16,1020.5
27/02/2014,17,879.4
27/02/2014,18,854.6
27/02/2014,19,999.5
27/02/2014,20,1134.1
27/02/2014,21,1190.7
27/02/2014,22,1114.6
27/02/2014,23,990.8
27/02/2014,24,887.8
28/02/2014,1,835.1
28/02/2014,2,751.4
28/02/2014,3,650.8
28/02/2014,4,576
28/02/2014,5,532.6
28/02/2014,6,499.2
28/02/2014,7,440.8
28/02/2014,8,373.2
28/02/2014,9,301.4
28/02/2014,10,251.8
28/02/2014,11,236.5
28/02/2014,12,233.9
28/02/2014,13,189.2
28/02/2014,14,160.4
28/02/2014,15,114
28/02/2014,16,104.3
28/02/2014,17,107.4
28/02/2014,18,95.9
28/02/2014,19,84.5
28/02/2014,20,91.3
28/02/2014,21,89.9
28/02/2014,22,94
28/02/2014,23,82.8
28/02/2014,24,69.3
01/03/2014,1,56.9
01/03/2014,2,46.7
01/03/2014,3,43.2
01/03/2014,4,33.4
01/03/2014,5,27
01/03/2014,6,21.1
01/03/2014,7,18
01/03/2014,8,18
01/03/2014,9,14.1
01/03/2014,10,10.1
01/03/2014,11,5.9
01/03/2014,12,5
01/03/2014,13,3.5
01/03/2014,14,5.7
01/03/2014,15,8.7
01/03/2014,16,20.3
01/03/2014,17,35.3
01/03/2014,18,64.6
01/03/2014,19,112.3
01/03/2014,20,153.7
01/03/2014,21,207.1
01/03/2014,22,236.7
01/03/2014,23,270.5
01/03/2014,24,313.1
02/03/2014,1,364.9
02/03/2014,2,413.7
02/03/2014,3,505.2
02/03/2014,4,590.4
02/03/2014,5,672.9
02/03/2014,6,749.7
02/03/2014,7,760.1
02/03/2014,8,785.4
02/03/2014,9,825.8
02/03/2014,10,711.4
02/03/2014,11,647
02/03/2014,12,641.8
02/03/2014,13,666.1
02/03/2014,14,726.2
02/03/2014,15,825.5
02/03/2014,16,885.9
02/03/2014,17,885.2
02/03/2014,18,980.7
02/03/2014,19,1079.1
02/03/2014,20,1193.2
02/03/2014,21,1240.4
02/03/2014,22,1208.3
02/03/2014,23,1083
02/03/2014,24,872.5
03/03/2014,1,761.1
03/03/2014,2,814.2
03/03/2014,3,879.9
03/03/2014,4,951.1
03/03/2014,5,1043.7
03/03/2014,6,1118.3
03/03/2014,7,1223.6
03/03/2014,8,1320.7
03/03/2014,9,1327.5
03/03/2014,10,1445.7
03/03/2014,11,1612.4
03/03/2014,12,1800.7
03/03/2014,13,2053.7
03/03/2014,14,2225.9
03/03/2014,15,2228.2
03/03/2014,16,2162
03/03/2014,17,2010.7
03/03/2014,18,1923
03/03/2014,19,1988.8
03/03/2014,20,1809.6
03/03/2014,21,1473.2
03/03/2014,22,1201.4
03/03/2014,23,932.4
03/03/2014,24,761
04/03/2014,1,668.3
04/03/2014,2,519
04/03/2014,3,390.4
04/03/2014,4,336
04/03/2014,5,268.1
04/03/2014,6,202.6
04/03/2014,7,188.2
04/03/2014,8,170.4
04/03/2014,9,153.2
04/03/2014,10,132.5
04/03/2014,11,135.4
04/03/2014,12,141.9
04/03/2014,13,171.2
04/03/2014,14,177.7
04/03/2014,15,183.4
04/03/2014,16,194.2
04/03/2014,17,192
04/03/2014,18,161.3
04/03/2014,19,147.8
04/03/2014,20,160
04/03/2014,21,137.6
04/03/2014,22,121.6
04/03/2014,23,95.8
04/03/2014,24,74.2
05/03/2014,1,71.5
05/03/2014,2,83.7
05/03/2014,3,68.3
05/03/2014,4,48.7
05/03/2014,5,37.2
05/03/2014,6,22.2
05/03/2014,7,19.8
05/03/2014,8,17.8
05/03/2014,9,20.8
05/03/2014,10,24.6
05/03/2014,11,31.8
05/03/2014,12,34.5
05/03/2014,13,25.2
05/03/2014,14,29
05/03/2014,15,27.3
05/03/2014,16,13.2
05/03/2014,17,7.6
05/03/2014,18,12
05/03/2014,19,29.5
05/03/2014,20,49.7
05/03/2014,21,82.4
05/03/2014,22,105.6
05/03/2014,23,110.2
05/03/2014,24,155
06/03/2014,1,249.9
06/03/2014,2,308.1
06/03/2014,3,356.4
06/03/2014,4,390.1
06/03/2014,5,469.9
06/03/2014,6,566.5
06/03/2014,7,581.1
06/03/2014,8,660.9
06/03/2014,9,760.8
06/03/2014,10,892.6
06/03/2014,11,1028.2
06/03/2014,12,1141.5
06/03/2014,13,1231.5
06/03/2014,14,1222.5
06/03/2014,15,1239.2
06/03/2014,16,1295
06/03/2014,17,1272.8
06/03/2014,18,1230.3
06/03/2014,19,1224.3
06/03/2014,20,1271.3
06/03/2014,21,1383
06/03/2014,22,1530.3
06/03/2014,23,1649
06/03/2014,24,1700.3
07/03/2014,1,1768.3
07/03/2014,2,1832
07/03/2014,3,1876.3
07/03/2014,4,1894.6
07/03/2014,5,1910.5
07/03/2014,6,1912.7
07/03/2014,7,1880.4
07/03/2014,8,1867.8
07/03/2014,9,1857.9
07/03/2014,10,1951.5
07/03/2014,11,2102.4
07/03/2014,12,2304.6
07/03/2014,13,2482
07/03/2014,14,2651.5
07/03/2014,15,2746
07/03/2014,16,2764.4
07/03/2014,17,2659.8
07/03/2014,18,2618.7
07/03/2014,19,2567.7
07/03/2014,20,2208.2
07/03/2014,21,2132.7
07/03/2014,22,2329.1
07/03/2014,23,2210.8
07/03/2014,24,2010.4
08/03/2014,1,1786.1
08/03/2014,2,1565.3
08/03/2014,3,1426.3
08/03/2014,4,1104.1
08/03/2014,5,861.7
08/03/2014,6,665.9
08/03/2014,7,411.5
08/03/2014,8,285.2
08/03/2014,9,251.9
08/03/2014,10,267.6
08/03/2014,11,457.4
08/03/2014,12,807.9
08/03/2014,13,1085.4
08/03/2014,14,1133
08/03/2014,15,1029.2
08/03/2014,16,897.2
08/03/2014,17,677.7
08/03/2014,18,605.5
08/03/2014,19,862.5
08/03/2014,20,1159.8
08/03/2014,21,1415.7
08/03/2014,22,1614.3
08/03/2014,23,1716.9
08/03/2014,24,1781.2
09/03/2014,1,1862.3
09/03/2014,2,1832.2
09/03/2014,3,1726.5
09/03/2014,4,1639.6
09/03/2014,5,1613
09/03/2014,6,1578.6
09/03/2014,7,1573.8
09/03/2014,8,1555.3
09/03/2014,9,1520.9
09/03/2014,10,1542
09/03/2014,11,1602.7
09/03/2014,12,1683.6
09/03/2014,13,1691
09/03/2014,14,1700.1
09/03/2014,15,1693.1
09/03/2014,16,1664.3
09/03/2014,17,1604.8
09/03/2014,18,1531.4
09/03/2014,19,1452.9
09/03/2014,20,1284.1
09/03/2014,21,1176.8
09/03/2014,22,1127.2
09/03/2014,23,1012
09/03/2014,24,803
10/03/2014,1,656.6
10/03/2014,2,548.2
10/03/2014,3,588
10/03/2014,4,692.8
10/03/2014,5,844
10/03/2014,6,870.8
10/03/2014,7,858.9
10/03/2014,8,766.3
10/03/2014,9,553.2
10/03/2014,10,415.2
10/03/2014,11,455
10/03/2014,12,313.5
10/03/2014,13,186.6
10/03/2014,14,269.3
10/03/2014,15,435.2
10/03/2014,16,588.9
10/03/2014,17,626.9
10/03/2014,18,589.6
10/03/2014,19,589.6
10/03/2014,20,651
10/03/2014,21,663.1
10/03/2014,22,692.7
10/03/2014,23,629.7
10/03/2014,24,539.9
11/03/2014,1,490.2
11/03/2014,2,479.9
11/03/2014,3,409.9
11/03/2014,4,314.7
11/03/2014,5,224.1
11/03/2014,6,178
11/03/2014,7,158.6
11/03/2014,8,100.5
11/03/2014,9,51.6
11/03/2014,10,13.1
11/03/2014,11,4.4
11/03/2014,12,4.9
11/03/2014,13,14.2
11/03/2014,14,32.1
11/03/2014,15,60.2
11/03/2014,16,77.6
11/03/2014,17,73.7
11/03/2014,18,60.1
11/03/2014,19,68.9
11/03/2014,20,96.5
11/03/2014,21,119.1
11/03/2014,22,130.5
11/03/2014,23,110.6
11/03/2014,24,111.8
12/03/2014,1,126.9
12/03/2014,2,157.9
12/03/2014,3,171.2
12/03/2014,4,182.2
12/03/2014,5,166.6
12/03/2014,6,187.3
12/03/2014,7,234.1
12/03/2014,8,270.6
12/03/2014,9,239.1
12/03/2014,10,229.7
12/03/2014,11,292.9
12/03/2014,12,357
12/03/2014,13,417
12/03/2014,14,465.7
12/03/2014,15,449.1
12/03/2014,16,414
12/03/2014,17,389.4
12/03/2014,18,317.8
12/03/2014,19,292
12/03/2014,20,304.5
12/03/2014,21,308.2
12/03/2014,22,307.1
12/03/2014,23,318.4
12/03/2014,24,319.5
13/03/2014,1,320.1
13/03/2014,2,354.7
13/03/2014,3,392.3
13/03/2014,4,413.7
13/03/2014,5,419.1
13/03/2014,6,401.5
13/03/2014,7,381.5
13/03/2014,8,366.2
13/03/2014,9,326.4
13/03/2014,10,281.9
13/03/2014,11,359
13/03/2014,12,502.4
13/03/2014,13,589.1
13/03/2014,14,679.6
13/03/2014,15,751.2
13/03/2014,16,781.4
13/03/2014,17,780.9
13/03/2014,18,749
13/03/2014,19,811.7
13/03/2014,20,867.9
13/03/2014,21,922.5
13/03/2014,22,1056.7
13/03/2014,23,1071.9
13/03/2014,24,1006.8
14/03/2014,1,891.8
14/03/2014,2,837.9
14/03/2014,3,823.1
14/03/2014,4,850.4
14/03/2014,5,715
14/03/2014,6,597.1
14/03/2014,7,582.5
14/03/2014,8,550.3
14/03/2014,9,517.6
14/03/2014,10,551.9
14/03/2014,11,702.2
14/03/2014,12,985.8
14/03/2014,13,1268.2
14/03/2014,14,1633.1
14/03/2014,15,1870.9
14/03/2014,16,2106.9
14/03/2014,17,2380.5
14/03/2014,18,2724.2
14/03/2014,19,2940.3
14/03/2014,20,3095.6
14/03/2014,21,3165.5
14/03/2014,22,3214.4
14/03/2014,23,3225.4
14/03/2014,24,3196.3
15/03/2014,1,3110.6
15/03/2014,2,2927.9
15/03/2014,3,2653.7
15/03/2014,4,2515.8
15/03/2014,5,2627.7
15/03/2014,6,2848.1
15/03/2014,7,2926
15/03/2014,8,2932.9
15/03/2014,9,2947.6
15/03/2014,10,2938.8
15/03/2014,11,2911.5
15/03/2014,12,2884.9
15/03/2014,13,2844.7
15/03/2014,14,2760
15/03/2014,15,2721.3
15/03/2014,16,2602.7
15/03/2014,17,2463
15/03/2014,18,2443.1
15/03/2014,19,2480
15/03/2014,20,2354.9
15/03/2014,21,2105.3
15/03/2014,22,1848.5
15/03/2014,23,1924.7
15/03/2014,24,2079.7
16/03/2014,1,2075.7
16/03/2014,2,1604.2
16/03/2014,3,1662.1
16/03/2014,4,1842.2
16/03/2014,5,2026.2
16/03/2014,6,2237.5
16/03/2014,7,2358.4
16/03/2014,8,2467.3
16/03/2014,9,2888.4
16/03/2014,10,3023.1
16/03/2014,11,3032
16/03/2014,12,2965
16/03/2014,13,2852.1
16/03/2014,14,2703.7
16/03/2014,15,2651.8
16/03/2014,16,2743
16/03/2014,17,2809.5
16/03/2014,18,2845.7
16/03/2014,19,2860.1
16/03/2014,20,2901.1
16/03/2014,21,2946.2
16/03/2014,22,2990.6
16/03/2014,23,2987.1
16/03/2014,24,2978.5
17/03/2014,1,2959.6
17/03/2014,2,2918.8
17/03/2014,3,2913.2
17/03/2014,4,2899.9
17/03/2014,5,2924.9
17/03/2014,6,2926
17/03/2014,7,2886.3
17/03/2014,8,2857.6
17/03/2014,9,2890.6
17/03/2014,10,2934.3
17/03/2014,11,2912.7
17/03/2014,12,2839.6
17/03/2014,13,2741.7
17/03/2014,14,2674.1
17/03/2014,15,2504.3
17/03/2014,16,2318.2
17/03/2014,17,2141.4
17/03/2014,18,1869.8
17/03/2014,19,1646
17/03/2014,20,1580.6
17/03/2014,21,1568.1
17/03/2014,22,1505.4
17/03/2014,23,1454.8
17/03/2014,24,1538
18/03/2014,1,1575.4
18/03/2014,2,1652.3
18/03/2014,3,1574.1
18/03/2014,4,1460.3
18/03/2014,5,1428
18/03/2014,6,1427.3
18/03/2014,7,1377.4
18/03/2014,8,1405
18/03/2014,9,1392.2
18/03/2014,10,1439.7
18/03/2014,11,1579.4
18/03/2014,12,1671.1
18/03/2014,13,1728.8
18/03/2014,14,1831.4
18/03/2014,15,1837.4
18/03/2014,16,1685.8
18/03/2014,17,1389.2
18/03/2014,18,1197.5
18/03/2014,19,1057.9
18/03/2014,20,929
18/03/2014,21,838.8
18/03/2014,22,770.3
18/03/2014,23,646.3
18/03/2014,24,593.5
19/03/2014,1,638.8
19/03/2014,2,675.2
19/03/2014,3,623.8
19/03/2014,4,656.2
19/03/2014,5,812.6
19/03/2014,6,984.2
19/03/2014,7,1248.7
19/03/2014,8,1486.6
19/03/2014,9,1874.3
19/03/2014,10,2046.9
19/03/2014,11,2141.8
19/03/2014,12,2497.9
19/03/2014,13,2756.8
19/03/2014,14,2825.3
19/03/2014,15,2912.4
19/03/2014,16,2998.1
19/03/2014,17,2967.3
19/03/2014,18,2795.8
19/03/2014,19,2693.9
19/03/2014,20,2563
19/03/2014,21,2446.8
19/03/2014,22,2329.8
19/03/2014,23,2332.5
19/03/2014,24,2433
20/03/2014,1,2454.5
20/03/2014,2,2348.1
20/03/2014,3,2206.7
20/03/2014,4,2040.2
20/03/2014,5,1957
20/03/2014,6,1705.5
20/03/2014,7,1716.2
20/03/2014,8,1836
20/03/2014,9,2147.4
20/03/2014,10,2362.4
20/03/2014,11,2550.4
20/03/2014,12,2659.1
20/03/2014,13,2752.6
20/03/2014,14,2767.7
20/03/2014,15,2750.5
20/03/2014,16,2755.2
20/03/2014,17,2672.8
20/03/2014,18,2564.7
20/03/2014,19,2541.5
20/03/2014,20,2578.7
20/03/2014,21,2582.7
20/03/2014,22,2702.6
20/03/2014,23,2874
20/03/2014,24,2882.8
21/03/2014,1,2744.3
21/03/2014,2,2632.8
21/03/2014,3,2580.5
21/03/2014,4,2412.1
21/03/2014,5,2178.6
21/03/2014,6,1820
21/03/2014,7,1569.9
21/03/2014,8,1451.8
21/03/2014,9,1440.2
21/03/2014,10,1515.3
21/03/2014,11,1562.6
21/03/2014,12,1446.2
21/03/2014,13,1243
21/03/2014,14,1170.3
21/03/2014,15,1046.3
21/03/2014,16,1092.7
21/03/2014,17,1248.8
21/03/2014,18,1107.4
21/03/2014,19,982.8
21/03/2014,20,1133.7
21/03/2014,21,1238.2
21/03/2014,22,1210
21/03/2014,23,1112.8
21/03/2014,24,1152.8
22/03/2014,1,1290.2
22/03/2014,2,1243.7
22/03/2014,3,1140.4
22/03/2014,4,1100.6
22/03/2014,5,1089.7
22/03/2014,6,1105.4
22/03/2014,7,1163.7
22/03/2014,8,1250.5
22/03/2014,9,1392.5
22/03/2014,10,1650.4
22/03/2014,11,2056.8
22/03/2014,12,2360.3
22/03/2014,13,2388.1
22/03/2014,14,2354.8
22/03/2014,15,2150.9
22/03/2014,16,1766.1
22/03/2014,17,1334.7
22/03/2014,18,936.3
22/03/2014,19,578.4
22/03/2014,20,397.9
22/03/2014,21,398.7
22/03/2014,22,451.3
22/03/2014,23,470
22/03/2014,24,524.4
23/03/2014,1,616.6
23/03/2014,2,579.8
23/03/2014,3,537.4
23/03/2014,4,567.7
23/03/2014,5,619.2
23/03/2014,6,623.3
23/03/2014,7,679.8
23/03/2014,8,646.7
23/03/2014,9,609.3
23/03/2014,10,737.3
23/03/2014,11,877.5
23/03/2014,12,960.3
23/03/2014,13,990.2
23/03/2014,14,1007.5
23/03/2014,15,956.2
23/03/2014,16,798.1
23/03/2014,17,633.4
23/03/2014,18,426
23/03/2014,19,303
23/03/2014,20,299.9
23/03/2014,21,282.4
23/03/2014,22,259
23/03/2014,23,261.2
23/03/2014,24,266.6
24/03/2014,1,225.9
24/03/2014,2,183.6
24/03/2014,3,158.6
24/03/2014,4,156
24/03/2014,5,163.8
24/03/2014,6,184.6
24/03/2014,7,174.5
24/03/2014,8,116.4
24/03/2014,9,45.7
24/03/2014,10,30.6
24/03/2014,11,49.4
24/03/2014,12,68.7
24/03/2014,13,93
24/03/2014,14,99.6
24/03/2014,15,89.4
24/03/2014,16,68
24/03/2014,17,51
24/03/2014,18,26.9
24/03/2014,19,17.9
24/03/2014,20,20.3
24/03/2014,21,25.2
24/03/2014,22,27.6
24/03/2014,23,26.9
24/03/2014,24,29.9
25/03/2014,1,28.6
25/03/2014,2,37.6
25/03/2014,3,56.1
25/03/2014,4,108.2
25/03/2014,5,171.7
25/03/2014,6,245.8
25/03/2014,7,305.2
25/03/2014,8,250.8
25/03/2014,9,200.7
25/03/2014,10,278
25/03/2014,11,285.6
25/03/2014,12,321.2
25/03/2014,13,439.5
25/03/2014,14,607.8
25/03/2014,15,852
25/03/2014,16,1150.6
25/03/2014,17,1289.3
25/03/2014,18,1359
25/03/2014,19,1243.4
25/03/2014,20,1274.6
25/03/2014,21,1449.6
25/03/2014,22,1722.2
25/03/2014,23,2156.3
25/03/2014,24,2303
26/03/2014,1,2309.6
26/03/2014,2,2235.4
26/03/2014,3,2164.4
26/03/2014,4,2011.4
26/03/2014,5,1831.7
26/03/2014,6,1652.8
26/03/2014,7,1631.6
26/03/2014,8,1640.6
26/03/2014,9,1639.4
26/03/2014,10,1650.3
26/03/2014,11,1767.8
26/03/2014,12,1868.2
26/03/2014,13,1881.9
26/03/2014,14,1828.8
26/03/2014,15,1832
26/03/2014,16,1797
26/03/2014,17,1642.4
26/03/2014,18,1408.1
26/03/2014,19,1083.5
26/03/2014,20,951.7
26/03/2014,21,872.8
26/03/2014,22,806.3
26/03/2014,23,685.8
26/03/2014,24,578.6
27/03/2014,1,540.4
27/03/2014,2,478.4
27/03/2014,3,487.3
27/03/2014,4,658.6
27/03/2014,5,673.7
27/03/2014,6,617.2
27/03/2014,7,603.9
27/03/2014,8,505.6
27/03/2014,9,460.3
27/03/2014,10,524.3
27/03/2014,11,553.1
27/03/2014,12,473.7
27/03/2014,13,374
27/03/2014,14,330.5
27/03/2014,15,341
27/03/2014,16,363.8
27/03/2014,17,354.3
27/03/2014,18,328.4
27/03/2014,19,295.4
27/03/2014,20,293.4
27/03/2014,21,284.2
27/03/2014,22,255.1
27/03/2014,23,252.7
27/03/2014,24,263.1
28/03/2014,1,253.2
28/03/2014,2,255.3
28/03/2014,3,218.8
28/03/2014,4,238.4
28/03/2014,5,290.4
28/03/2014,6,295.3
28/03/2014,7,308.3
28/03/2014,8,316.1
28/03/2014,9,349
28/03/2014,10,398.4
28/03/2014,11,473.6
28/03/2014,12,454.9
28/03/2014,13,452.4
28/03/2014,14,424.7
28/03/2014,15,455.3
28/03/2014,16,445.7
28/03/2014,17,497.7
28/03/2014,18,480
28/03/2014,19,459.9
